이름,제조회사,모델명,가격,배기량,연식,색상,주행거리,변속기,연료,차종,압류/저당,구동방식,사고유무,전손이력,생산지
기아 쏘렌토 4세대 하이브리드 가솔린 터보 1.6 4WD 시그니처,기아,쏘렌토,4770,1598,2021,흰색,29025,자동,하이브리드,SUV,0,4륜,0,0,국산차
기아 올 뉴 K7 3.0 GDI 노블레스,기아,K7,2480,2999,2019,검정색,51526,자동,휘발유,대형차,0,전륜,0,0,국산차
현대 싼타페 TM 디젤 2.0 2WD 인스퍼레이션,현대,싼타페,2690,1995,2019,청색,94512,자동,경유,SUV,0,전륜,1,0,국산차
기아 K5 3세대 가솔린 터보 1.6 시그니처,기아,K5,2970,1598,2020,쥐색,29447,자동,휘발유,중형차,0,전륜,0,0,국산차
현대 더 뉴 벨로스터 1.6 PYL,현대,벨로스터,1240,1591,2017,노란색,33080,자동,휘발유,준중형차,0,전륜,1,0,국산차
제네시스 G80 3.3 GDI AWD 프리미엄 럭셔리,제네시스,제네시스,3570,3342,2017,흰색,51216,자동,휘발유,대형차,0,4륜,0,0,국산차
쌍용 올 뉴 렉스턴 디젤 2.2 5인승 4WD 프레스티지,쌍용,렉스턴,3750,2157,2021,검정색,23773,자동,경유,SUV,0,4륜,0,0,국산차
현대 쏘나타 뉴 라이즈 하이브리드 스마트,현대,쏘나타,1910,1999,2018,쥐색,45254,자동,하이브리드,중형차,0,전륜,0,0,국산차
현대 팰리세이드 가솔린 3.8 4WD 캘리그래피 (7인승),현대,팰리세이드,4650,3778,2021,흰색,18310,자동,휘발유,SUV,0,4륜,0,0,국산차
기아 올 뉴 K3 시그니처,기아,K3,1930,1598,2021,흰색,21119,자동,휘발유,준중형차,0,전륜,0,0,국산차
쌍용 티볼리 아머 기어 플러스 2WD,쌍용,티볼리,1710,1597,2019,검정색,28260,자동,휘발유,SUV,0,전륜,0,0,국산차
기아 스포티지 4세대 디젤 2.0 2WD 프레스티지,기아,스포티지,1840,1995,2018,흰색,47363,자동,경유,SUV,0,전륜,0,0,국산차
현대 그랜저 IG 3.0 익스클루시브 스페셜,현대,그랜저,2290,2999,2018,검정색,93340,자동,휘발유,대형차,0,전륜,0,0,국산차
쌍용 티볼리 VX 2WD,쌍용,티볼리,1300,1597,2017,흰색,47059,자동,휘발유,SUV,0,전륜,1,0,국산차
현대 아반떼 AD 1.6 터보 스포츠 7DCT,현대,아반떼,1680,1591,2018,쥐색,81222,자동,휘발유,준중형차,0,전륜,0,0,국산차
지프 레니게이드 2.0 디젤 트레일호크 AWD,지프,레니게이드,2090,1956,2018,흰색,66865,자동,경유,SUV,0,4륜,1,0,외제차
현대 제네시스 DH G330 모던,현대,제네시스,1780,3342,2014,검정색,117748,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 올 뉴 모닝 럭셔리,기아,모닝,580,998,2012,진주색,73051,자동,휘발유,경차,0,전륜,0,0,국산차
쉐보레(GM대우) 스파크 LS+,쉐보레,스파크,530,995,2015,쥐색,75496,자동,휘발유,경차,0,전륜,1,0,국산차
벤츠 C-클래스 W205 C220 d 4MATIC AMG Line,벤츠,C클래스,4180,1950,2019,흰색,35047,자동,경유,준중형차,0,4륜,0,0,외제차
기아 스포티지 4세대 디젤 2.0 2WD 노블레스 세부등급 없음,기아,스포티지,1450,1995,2016,흰색,131008,자동,경유,SUV,0,전륜,0,0,국산차
쌍용 티볼리 LX 2WD 세부등급 없음,쌍용,티볼리,1360,1597,2017,쥐색,56782,자동,휘발유,SUV,0,전륜,0,0,국산차
현대 그랜저 IG 하이브리드 익스클루시브 세부등급 없음,현대,그랜저,2100,2359,2018,검정색,143601,자동,하이브리드,대형차,0,전륜,1,0,국산차
기아 더 뉴 K9 3.3 GDI 이그제큐티브,기아,K9,1930,3342,2016,검정색,131598,자동,휘발유,대형차,0,후륜,0,0,국산차
쉐보레(GM대우) 올란도 LPG LT 세이프티팩,쉐보레,올란도,1480,1998,2018,흰색,91078,자동,LPG,RV,0,전륜,0,0,국산차
르노삼성 SM5 노바 디젤 D 프리미엄,르노삼성,SM5,750,1461,2015,검정색,122080,자동,경유,중형차,0,전륜,0,0,국산차
쉐보레(GM대우) 더 넥스트 스파크 LT 플러스,쉐보레,스파크,930,999,2018,쥐색,22670,자동,휘발유,경차,0,전륜,0,0,국산차
기아 모하비 더 마스터 디젤 3.0 4WD 마스터즈 6인승,기아,모하비,4380,2959,2020,흰색,39621,자동,경유,SUV,0,4륜,0,0,국산차
현대 LF 쏘나타 2.0 스타일 세부등급 없음,현대,쏘나타,1120,1999,2017,흰색,107028,자동,휘발유,중형차,0,전륜,0,0,국산차
제네시스 G80 3.3 GDI AWD 럭셔리,제네시스,제네시스,2850,3342,2018,쥐색,60206,자동,휘발유,대형차,0,4륜,0,0,국산차
쌍용 더 뉴 렉스턴 스포츠 칸 디젤 2.2 4WD 프레스티지,쌍용,렉스턴,3220,2157,2021,빨간색,3235,자동,경유,SUV,0,4륜,0,0,국산차
기아 더 뉴 K5 LPI 디럭스,기아,K5,750,1999,2014,흰색,129775,자동,LPG,중형차,0,전륜,0,0,국산차
기아 더 뉴 K3 트렌디 세부등급 없음,기아,K3,1130,1591,2017,진주색,78035,자동,휘발유,준중형차,0,전륜,0,0,국산차
기아 올 뉴 카니발 11인승 프레스티지,기아,카니발,1550,2199,2016,흰색,132884,자동,경유,RV,0,전륜,0,0,국산차
기아 스포티지 4세대 디젤 2.0 2WD 프레스티지,기아,스포티지,1860,1995,2018,흰색,69293,자동,경유,SUV,0,전륜,0,0,국산차
현대 엑센트(신형) 1.4 VVT 프리미어,현대,엑센트,670,1396,2012,쥐색,37740,자동,휘발유,소형차,0,전륜,1,0,국산차
쌍용 올 뉴 렉스턴 디젤 2.2 7인승 2WD 프레스티지,쌍용,렉스턴,3490,2157,2021,검정색,26240,자동,경유,SUV,0,후륜,0,0,국산차
쌍용 G4 렉스턴 디젤 2.2 4WD 유라시아 에디션,쌍용,렉스턴,2250,2157,2018,청색,69496,자동,경유,SUV,0,4륜,0,0,국산차
현대 YF 쏘나타 Y20 프리미어 세부등급 없음,현대,쏘나타,830,1998,2011,진주색,67366,자동,휘발유,중형차,0,전륜,0,0,국산차
현대 아반떼 AD 1.6 GDI 스마트 세부등급 없음,현대,아반떼,1350,1591,2017,은색,18770,자동,휘발유,준중형차,0,전륜,0,0,국산차
르노삼성 SM3 네오 LE,르노삼성,SM3,1070,1598,2017,은색,18113,자동,휘발유,준중형차,0,전륜,0,0,국산차
현대 올 뉴 투싼 디젤 1.7 2WD 모던,현대,투싼,1560,1685,2018,검정색,83588,자동,경유,SUV,0,전륜,1,0,국산차
현대 YF 쏘나타 Y20 프리미어 세부등급 없음,현대,쏘나타,740,1998,2011,은회색,99250,자동,휘발유,중형차,0,전륜,0,0,국산차
쉐보레(GM대우) 더 뉴 트랙스 1.4 레드라인 LT 코어,쉐보레,트랙스,1970,1399,2021,흰색,7142,자동,휘발유,SUV,0,전륜,0,0,국산차
현대 벨로스터 (JS) 1.6 터보 스포츠 코어,현대,벨로스터,1770,1591,2018,청색,38183,자동,휘발유,준중형차,0,전륜,0,0,국산차
기아 더 뉴 레이 밴 (2인승) 고급형,기아,레이,940,998,2018,진주색,34985,자동,휘발유,경차,0,전륜,0,0,국산차
기아 올 뉴 카니발 7인승 리무진 VIP,기아,카니발,2290,2199,2017,흰색,76115,자동,경유,RV,0,전륜,0,0,국산차
현대 그랜저 IG 하이브리드 익스클루시브 세부등급 없음,현대,그랜저,3230,2359,2018,청색,26151,자동,하이브리드,대형차,0,전륜,0,0,국산차
현대 그랜저 IG 3.0 LPi 모던 (렌터카용),현대,그랜저,2330,2999,2019,흰색,42415,자동,LPG,대형차,0,전륜,0,0,국산차
현대 아반떼 (CN7) 가솔린 1.6 인스퍼레이션,현대,아반떼,2370,1598,2021,흰색,36785,자동,휘발유,준중형차,0,전륜,0,0,국산차
쉐보레(GM대우) 스파크 LPG L,쉐보레,스파크,550,995,2014,흰색,63436,자동,LPG,경차,0,전륜,0,0,국산차
기아 더 뉴 카니발 9인승 노블레스,기아,카니발,3070,2199,2019,진주색,44820,자동,경유,RV,0,전륜,0,0,국산차
현대 LF 쏘나타 2.0 프리미엄 세부등급 없음,현대,쏘나타,1490,1999,2015,은색,35680,자동,휘발유,중형차,0,전륜,0,0,국산차
현대 더 뉴 아반떼 AD 1.6 스마트 베스트 초이스 패키지,현대,아반떼,1840,1598,2020,흰색,15516,자동,휘발유,준중형차,0,전륜,0,0,국산차
쉐보레(GM대우) 더 뉴 말리부 2.0 터보 프리미어 스페셜,쉐보레,말리부,2370,1998,2020,흰색,24481,자동,휘발유,중형차,0,전륜,0,0,국산차
기아 올 뉴 K7 3.0 GDI 노블레스,기아,K7,2730,2999,2019,흰색,27645,자동,휘발유,대형차,0,전륜,0,0,국산차
지프 그랜드 체로키 3.0 디젤 오버랜드서밋 WK2,지프,체로키,3230,2987,2016,검정색,74362,자동,경유,SUV,0,4륜,1,0,외제차
쌍용 코란도 투리스모 4WD TX 9인승,쌍용,코란도,1390,2157,2016,흰색,72151,자동,경유,RV,0,4륜,0,0,국산차
인피니티 Q50 2.2d 프리미엄,인피니티,Q50,1390,2143,2015,쥐색,93035,자동,경유,중형차,0,후륜,0,0,외제차
쉐보레(GM대우) 더 뉴 말리부 2.0 터보 프리미어 스페셜,쉐보레,말리부,2480,1998,2019,청색,18940,자동,휘발유,중형차,0,전륜,0,0,국산차
현대 더 뉴 그랜저 하이브리드 가솔린 2.4 하이브리드 캘리그래피,현대,그랜저,3680,2359,2020,검정색,71850,자동,하이브리드,대형차,0,전륜,0,0,국산차
르노삼성 QM6 디젤 4WD RE 시그니처,르노삼성,QM6,1990,1995,2017,흰색,65587,자동,경유,SUV,0,4륜,0,0,국산차
현대 그랜저 IG 3.0 프리미엄,현대,그랜저,2150,2999,2019,검정색,86429,자동,휘발유,대형차,0,전륜,0,0,국산차
BMW 5시리즈 (G30) 520d 럭셔리 스페셜 에디션,BMW,5시리즈,3690,1995,2018,흰색,74244,자동,경유,중형차,0,후륜,0,0,외제차
현대 그랜저 IG 2.2 디젤 프리미엄 스페셜,현대,그랜저,2850,2199,2018,흰색,50933,자동,경유,대형차,0,전륜,0,0,국산차
현대 올 뉴 투싼 TL 가솔린 1.6 터보 2WD 프리미엄,현대,투싼,2320,1591,2019,쥐색,45575,자동,휘발유,SUV,0,전륜,0,0,국산차
현대 쏘나타 뉴 라이즈 하이브리드 스마트,현대,쏘나타,1830,1999,2019,검정색,85398,자동,하이브리드,중형차,0,전륜,0,0,국산차
기아 더 뉴 쏘렌토 디젤 2.2 2WD 노블레스,기아,쏘렌토,2100,2199,2018,쥐색,105601,자동,경유,SUV,0,전륜,0,0,국산차
기아 올 뉴 K7 3.0 LPI 디럭스,기아,K7,1950,2999,2018,흰색,56948,자동,LPG,대형차,0,전륜,0,0,국산차
쉐보레(GM대우) 트래버스 가솔린 4WD 3.6 AWD RS,쉐보레,트래버스,3820,3564,2020,흰색,24367,자동,휘발유,SUV,0,4륜,0,0,국산차
볼보 S60 D4 2세대,볼보,S60,2400,1969,2018,흰색,64643,자동,경유,중형차,0,전륜,0,0,외제차
BMW 2시리즈 액티브 투어러 (F45) 조이,BMW,2시리즈,2180,1995,2018,청색,29970,자동,경유,준중형차,0,전륜,0,0,외제차
현대 LF 쏘나타 2.0 스마트 세부등급 없음,현대,쏘나타,1130,1999,2015,쥐색,131540,자동,휘발유,중형차,0,전륜,0,0,국산차
쉐보레(GM대우) 캡티바 2WD LT 프리미엄,쉐보레,캡티바,790,1998,2013,쥐색,107969,자동,경유,SUV,0,전륜,0,0,국산차
현대 그랜저 HG HG300 익스클루시브,현대,그랜저,1530,2999,2015,검정색,75896,자동,휘발유,대형차,0,전륜,0,0,국산차
기아 스포티지 더 볼드 디젤 2.0 2WD 인텔리전트,기아,스포티지,2450,1995,2019,흰색,69181,자동,경유,SUV,0,전륜,0,0,국산차
제네시스 G80 3.3 GDI AWD 프레스티지,제네시스,제네시스,3550,3342,2018,검정색,80879,자동,휘발유,대형차,0,4륜,0,0,국산차
기아 쏘렌토 4세대 하이브리드 가솔린 터보 1.6 4WD 시그니처,기아,쏘렌토,4720,1598,2021,흰색,26668,자동,하이브리드,SUV,0,4륜,0,0,국산차
기아 K5 2세대 LPI MX 프레스티지,기아,K5,1490,1999,2018,검정색,91040,자동,LPG,중형차,0,전륜,0,0,국산차
아우디 A4 (B9) 35 TDI 콰트로 프리미엄,아우디,A4,2950,1968,2018,쥐색,64046,자동,경유,준중형차,0,4륜,0,0,외제차
현대 제네시스 DH G330 모던,현대,제네시스,2170,3342,2016,쥐색,95939,자동,휘발유,대형차,0,후륜,0,0,국산차
기아 더 뉴 K3 트렌디 스타일,기아,K3,820,1582,2018,은색,127775,자동,경유,준중형차,0,전륜,1,0,국산차
기아 올 뉴 쏘렌토 디젤 2.0 2WD 프레스티지,기아,쏘렌토,1860,1995,2017,쥐색,60632,자동,경유,SUV,0,전륜,0,0,국산차
쉐보레(GM대우) 더 뉴 스파크 프리미어,쉐보레,스파크,1250,999,2021,쥐색,13975,자동,휘발유,경차,0,전륜,0,0,국산차
현대 아반떼 (CN7) 가솔린 1.6 인스퍼레이션,현대,아반떼,2520,1598,2021,흰색,4854,자동,휘발유,준중형차,0,전륜,0,0,국산차
벤츠 E-클래스 W213 E300 4MATIC 익스클루시브,벤츠,E클래스,5690,1991,2019,진주색,48520,자동,휘발유,중형차,0,4륜,0,0,외제차
기아 올 뉴 프라이드 1.6 GDI 세단 럭셔리,기아,프라이드,650,1591,2014,은색,63219,자동,휘발유,소형차,0,전륜,1,0,국산차
르노삼성 QM6 가솔린 2WD RE,르노삼성,QM6,1910,1997,2018,쥐색,65222,자동,휘발유,SUV,0,전륜,0,0,국산차
BMW X1 (F48) xDrive 20d,BMW,X1,2870,1995,2016,흰색,53404,자동,경유,SUV,0,4륜,0,0,외제차
폭스바겐 티구안 올스페이스 2.0 TDI 프레스티지,폭스바겐,티구안,2870,1968,2018,흰색,98818,자동,경유,SUV,0,후륜,1,0,외제차
쉐보레(GM대우) 스파크 LS 스타,쉐보레,스파크,390,995,2012,분홍색,60318,자동,휘발유,경차,0,전륜,1,0,국산차
현대 그랜저 IG 하이브리드 익스클루시브 세부등급 없음,현대,그랜저,2430,2359,2018,쥐색,122388,자동,하이브리드,대형차,0,전륜,0,0,국산차
제네시스 G70 2.0T 엘리트,제네시스,제네시스,3250,1998,2020,빨간색,26614,자동,휘발유,중형차,0,후륜,1,0,국산차
현대 그랜저 IG 2.4 프리미엄 세부등급 없음,현대,그랜저,1810,2359,2018,검정색,77203,자동,휘발유,대형차,0,전륜,1,0,국산차
기아 셀토스 가솔린 터보 1.6 2WD 노블레스,기아,셀토스,2510,1591,2020,진주색,30981,자동,휘발유,SUV,0,전륜,0,0,국산차
